id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|Cancer_cellHR-proficient	B_cell|Cancer_cellHRD	B_cell|Endothelial_cell	B_cell|Fibroblast	B_cell|Mast_cell	B_cell|Myeloid_cell	B_cell|T_cell	B_cell|pDC	Cancer_cellHR-proficient|B_cell	Cancer_cellHR-proficient|Cancer_cellHR-proficient	Cancer_cellHR-proficient|Cancer_cellHRD	Cancer_cellHR-proficient|Endothelial_cell	Cancer_cellHR-proficient|Fibroblast	Cancer_cellHR-proficient|Mast_cell	Cancer_cellHR-proficient|Myeloid_cell	Cancer_cellHR-proficient|T_cell	Cancer_cellHR-proficient|pDC	Cancer_cellHRD|B_cell	Cancer_cellHRD|Cancer_cellHR-proficient	Cancer_cellHRD|Cancer_cellHRD	Cancer_cellHRD|Endothelial_cell	Cancer_cellHRD|Fibroblast	Cancer_cellHRD|Mast_cell	Cancer_cellHRD|Myeloid_cell	Cancer_cellHRD|T_cell	Cancer_cellHRD|pDC	Endothelial_cell|B_cell	Endothelial_cell|Cancer_cellHR-proficient	Endothelial_cell|Cancer_cellHRD	Endothelial_cell|Endothelial_cell	Endothelial_cell|Fibroblast	Endothelial_cell|Mast_cell	Endothelial_cell|Myeloid_cell	Endothelial_cell|T_cell	Endothelial_cell|pDC	Fibroblast|B_cell	Fibroblast|Cancer_cellHR-proficient	Fibroblast|Cancer_cellHRD	Fibroblast|Endothelial_cell	Fibroblast|Fibroblast	Fibroblast|Mast_cell	Fibroblast|Myeloid_cell	Fibroblast|T_cell	Fibroblast|pDC	Mast_cell|B_cell	Mast_cell|Cancer_cellHR-proficient	Mast_cell|Cancer_cellHRD	Mast_cell|Endothelial_cell	Mast_cell|Fibroblast	Mast_cell|Mast_cell	Mast_cell|Myeloid_cell	Mast_cell|T_cell	Mast_cell|pDC	Myeloid_cell|B_cell	Myeloid_cell|Cancer_cellHR-proficient	Myeloid_cell|Cancer_cellHRD	Myeloid_cell|Endothelial_cell	Myeloid_cell|Fibroblast	Myeloid_cell|Mast_cell	Myeloid_cell|Myeloid_cell	Myeloid_cell|T_cell	Myeloid_cell|pDC	T_cell|B_cell	T_cell|Cancer_cellHR-proficient	T_cell|Cancer_cellHRD	T_cell|Endothelial_cell	T_cell|Fibroblast	T_cell|Mast_cell	T_cell|Myeloid_cell	T_cell|T_cell	T_cell|pDC	pDC|B_cell	pDC|Cancer_cellHR-proficient	pDC|Cancer_cellHRD	pDC|Endothelial_cell	pDC|Fibroblast	pDC|Mast_cell	pDC|Myeloid_cell	pDC|T_cell	pDC|pDC
CPI-SC0976EF8E9	PTGER3_ProstaglandinE2_byPTGES3	simple:P43115	complex:ProstaglandinE2_byPTGES3	PTGER3		True	True	False	curated	False	0.111											0.549						0.537																					0.6	0.493	0.536	0.526		0.536	0.588	0.563																																				
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	0.111																																														0.362	0.421	0.377	0.391	0.388	0.377	0.396	0.403	0.421																											
CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	LAMC1		True	False	False	curated	True	0.111													0.537								0.161	0.566							0.356	0.386	0.791							0.359	0.39	0.795																																									
CPI-CC08689D69E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.111														0.187	0.247	0.143							0.151	0.21	0.107																0.185	0.245	0.141																																						
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	0.111																																														0.363	0.477	0.44	0.436	0.518	0.368	0.433	0.381	0.494																											
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.111		0.141		0.203	0.148																																																			0.214		0.276	0.221						0.225		0.288	0.233													
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	PLXNB1	SEMA4D	True	True	True	curated	False	0.111										0.167					0.254	0.184	0.271	0.219						0.198	0.127	0.214	0.163																																																						
CPI-CC065EAD131	RAreceptor_RARG_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARG	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.111														0.173	0.233	0.129							0.168	0.228	0.124																0.222	0.282	0.178																																						
CPI-CC0C0E5D3E6	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.111														0.187	0.247	0.143							0.151	0.21	0.107																0.185	0.245	0.141																																						
CPI-SC044916391	COL6A3_integrin_a11b1_complex	simple:P12111	complex:integrin_a11b1_complex	COL6A3		True	False	False	curated	True	0.111					0.398									0.448									0.441									0.436									1.513									0.429									0.408									0.4									0.406				
CPI-CC08F908F82	RAreceptor_RARA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.111														0.261	0.321	0.217							0.17	0.23	0.126																0.208	0.268	0.164																																						
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	LILRA4	BST2	False	True	False	curated	False	0.111																																																																									1.538	1.718	1.5	1.938	1.544	1.782	1.716	1.638	2.015
CPI-CC0DACB3814	RAreceptor_RXRB_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRB	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.111														0.166	0.225	0.122							0.165	0.224	0.121																0.18	0.24	0.136																																						
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.111								0.487									0.426									0.465		0.254							0.501		0.338							0.585																		0.411																		0.434	
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	0.123	0.213					0.3	0.229	0.316	0.264																																														0.154					0.24	0.17	0.257	0.205																		
CPI-CS0891F5216	LeukotrieneC4_byLTC4S_CYSLTR1	complex:LeukotrieneC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	0.123																																														0.74			0.735		0.763	0.707		0.888	0.177			0.172		0.2	0.144		0.325																		
CPI-SC0C09120F1	ICAM1_integrin_aMb2_complex	simple:P05362	complex:integrin_aMb2_complex	ICAM1		False	True	False	curated	True	0.123																																	0.243	0.303								0.163	0.223								0.169	0.229								0.314	0.375																	0.33	0.391		
CPI-CS087E1C654	LipoxinA4_byALOX5_CYSLTR1	complex:LipoxinA4_byALOX5	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	0.123																																														0.74			0.735		0.763	0.707		0.888	0.177			0.172		0.2	0.144		0.325																		
CPI-SC08CB03AD8	ICAM1_integrin_aXb2_complex	simple:P05362	complex:integrin_aXb2_complex	ICAM1		False	True	False	curated	True	0.123																																	0.235	0.34								0.155	0.26								0.161	0.266								0.306	0.412																	0.322	0.428		
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	True	True	False	InnateDB-All	False	0.123																																															0.455	0.456		0.535		0.481		0.684																				0.089	0.09		0.168		0.114		0.318
CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	CD47		False	True	True	curated	False	0.123							0.287		0.325																		0.228																		0.23																0.263		0.301							0.33		0.369							0.373		0.412
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.123																													0.603	0.707	0.613	0.556			0.552	0.651																				0.578	0.682	0.588					0.626																		
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	LTA	RIPK1	True	False	True	IMEx,InnateDB-All,MINT	False	0.123		0.112		0.132	0.124		0.111		0.128																																																								0.128		0.148	0.14		0.127		0.144									
CPI-SC0C2126F8E	JAM2_integrin_a4b1_complex	simple:P57087	complex:integrin_a4b1_complex	JAM2		False	False	False	curated	True	0.123																												0.529					0.479	0.499	0.616	0.495	0.25					0.199	0.22	0.337	0.216																																				
CPI-SC0B2557C9D	VCAM1_integrin_a4b1_complex	simple:P19320	complex:integrin_a4b1_complex	VCAM1		False	False	False	curated	True	0.123																												0.241					0.19	0.211	0.327	0.206	0.344					0.293	0.314	0.43	0.309																																				
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.136													0.491	0.137		0.213																																								0.162		0.569	0.215		0.291													0.122		0.529	0.175		0.251		
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.136																															0.134			0.284						0.201	0.164		0.35						0.229	0.192		0.379															0.169	0.132		0.319											
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	True	False	True	I2D	False	0.136		0.218	0.231	0.255	0.298		0.246																																																										0.234	0.247	0.271	0.314		0.262		0.172									
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.136							0.544	0.681	0.926																																																					0.37	0.615							0.45	0.586	0.831							0.895	1.031	1.276
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.136										0.186		0.164	0.2	0.284					0.206	0.145	0.184	0.22	0.304		0.13		0.153																																																						
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	0.136											0.341			0.176						0.328			0.162						0.314			0.148						0.288																		0.317			0.151															0.32			0.154				
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.136																													0.34		0.525	0.254	0.368	0.295																															0.358		0.542	0.271	0.385	0.312	0.246										
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.136												0.483		1.135		0.709							0.981		0.556							0.959		0.534					0.759		1.41		0.985							0.785																															
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0.136		0.187		0.186	0.201																																																			0.26	0.217	0.259	0.274						0.272	0.228	0.271	0.286													
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	HLA-G	LILRB2	False	True	True	curated	False	0.148																									0.307		0.149							0.326		0.168							0.279		0.121																0.323		0.165							0.308		0.15							0.373		0.215
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.148				0.329			0.329	0.372	0.265																																																	0.402			0.402	0.445	0.338				0.413			0.414	0.457	0.35									
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	0.148	0.247						0.167		0.273																			1.195						1.115		1.221																			0.319						0.239		0.345										0.431						0.351		0.457
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	0.148	0.303			0.271		0.324	0.323	0.354	0.264																																																							0.319			0.287		0.34	0.339	0.37	0.28									
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	curated	False	0.148																																					0.251		0.24	0.401	0.515		0.289		0.649										0.206		0.194	0.355	0.469		0.243		0.603																		
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	TNF	PTPRS	True	False	True	InnateDB-All	False	0.148		0.135	0.14		0.176				0.729																																															0.208	0.213		0.249				0.802		0.22	0.225		0.26				0.813									
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	0.148																													0.349	0.277		0.446	0.287	0.325		0.496		0.327	0.255		0.425	0.265	0.303		0.475																																				
CPI-SC0DEE2AF32	F11R_integrin_aLb2_complex	simple:Q9Y624	complex:integrin_aLb2_complex	F11R		False	True	False	curated	True	0.148										0.133						0.142	0.291	0.165								0.267		0.127						0.136	0.285	0.159																										0.258																		0.275	0.149
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.148																				0.408	0.315	0.29	0.33						0.508	0.416	0.391	0.431						0.431	0.339	0.314	0.354																																								
CPI-SC09B45FB39	FN1_integrin_aVb5_complex	simple:P02751	complex:integrin_aVb5_complex	FN1		True	False	False	curated	True	0.148														0.535						0.521			0.754		0.5				0.518			0.751		0.496				1.593			1.826		1.572													0.481			0.714																						
CPI-SC09DC9200A	ICAM3_integrin_aLb2_complex	simple:P32942	complex:integrin_aLb2_complex	ICAM3		False	False	False	curated	True	0.148	0.37						0.379	0.528	0.402								0.274																																				0.323									0.304		0.448						0.457	0.606	0.48								0.338	
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0.148																				0.369	0.311	0.545	0.478		0.925		1.049											0.385	0.327	0.561	0.494		0.941		1.065																																				
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	TFRC	TNFSF13B	True	True	False	IMEx,IntAct	False	0.148														0.146		0.476		0.514					0.146		0.475		0.513																																0.185		0.515		0.553														0.314		0.643		0.681
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	0.148													0.529			0.258		0.447				0.452			0.182		0.37				0.494			0.224		0.412				0.796			0.526		0.714																																				
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	curated	False	0.148	0.304			0.272		0.325	0.324	0.355	0.265																																																																0.302			0.27		0.323	0.323	0.353	0.263
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.16				0.154	0.147				0.151																																															0.207		0.227	0.22		0.207		0.224		0.219		0.239	0.231		0.219		0.236									
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.16																												0.885			0.476			0.608	0.986	1.026	1.13			0.721			0.853	1.231	1.271										0.585							0.686	0.726																		
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	0.16					0.45																									0.231		0.559		0.233							0.433									0.487							0.397		0.725		0.399							0.457							0.278		0.606		0.28		
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	0.16										1.001			0.593			0.725	1.102	1.142	0.677							0.778	0.818										1.032			0.623			0.755	1.133	1.173																																				
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	EGFR	COPA	True	True	False	InnateDB-All	False	0.16																				0.28	0.242	0.238	0.321		0.235		0.297											0.296	0.258	0.254	0.337		0.251	0.2	0.313																																				
CPI-SC06C3BA86F	FN1_integrin_a5b1_complex	simple:P02751	complex:integrin_a5b1_complex	FN1		True	False	False	curated	True	0.16													0.622									0.841	0.586		0.549						0.837	0.583		0.546						1.913	1.658		1.621															0.8	0.546		0.509																				
CPI-SC0DABCC4B5	TGFB1_TGFbeta_receptor1	simple:P01137	complex:TGFbeta_receptor1	TGFB1		True	False	True	curated	False	0.173					0.225		0.251																									0.347		0.372							0.293		0.318							0.296		0.321							0.354		0.379							0.313		0.339							0.355		0.381		
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.173																												0.209						0.217	0.367	0.24								0.287									0.293		0.28						0.289	0.438	0.312										0.296						0.305	0.454	0.328
CPI-SC00035437A	ICAM1_integrin_aLb2_complex	simple:P05362	complex:integrin_aLb2_complex	ICAM1		False	True	False	curated	True	0.173																												0.209						0.217	0.367	0.24								0.287									0.293		0.28						0.289	0.438	0.312										0.296						0.305	0.454	0.328
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	0.173																	0.226												0.232	0.234	0.261	0.297			0.366						0.18			0.25												0.335	0.337	0.364	0.4			0.469																		0.249	
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.173			0.126	0.228																										0.234	0.337								0.108	0.211								0.163	0.265								0.4	0.503								0.132	0.235								0.281	0.384					
CPI-SC0943ECD6E	ICAM2_integrin_aLb2_complex	simple:P13598	complex:integrin_aLb2_complex	ICAM2		False	False	False	curated	True	0.173	0.185						0.193	0.343	0.216																			0.51						0.519	0.669	0.542																										0.261		0.195						0.204	0.353	0.227								0.275	
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	EGFR	TGFB1	True	True	False	IMEx,InnateDB-All,MINT	False	0.173																			0.212			0.334	0.28	0.283	0.341	0.3	0.342										0.228			0.35	0.296	0.298	0.357	0.316	0.358																																				
CPI-SS0A76A8E97	HLA-F_LILRB2	simple:P30511	simple:Q8N423	HLA-F	LILRB2	False	False	True	curated	False	0.173							0.522		0.364							0.304									0.426									0.571		0.413							0.391									0.443									0.49		0.332							0.702		0.544							0.588		0.43
CPI-SS0BAB345B5	TGFB1_AR	simple:P01137	simple:P10275	TGFB1	AR	True	False	True	I2D,InnateDB	False	0.173		0.375									0.29																		0.497			0.331						0.443			0.277						0.446			0.28						0.504			0.338						0.463			0.298						0.505			0.339				
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	NAMPT	P2RY6	True	False	True	IMEx,IntAct	False	0.173																0.226		0.45							0.239		0.463							0.295		0.519							0.152		0.376																0.412		0.636							0.17		0.394							0.25		0.474
